canonical_name,Discipline,Code,Year,score_current,score_lag1,score_lag2,T_score,n_years_used
Chile,Taekwondo,TKW,2024,0.0,,0.0,0.0,2
Chile,Triathlon,TRI,2000,0.0,,,0.0,1
Chile,Triathlon,TRI,2008,0.0,,0.0,0.0,2
Chile,Triathlon,TRI,2012,0.0,0.0,,0.0,2
Chile,Triathlon,TRI,2016,0.0,0.0,0.0,0.0,3
Chile,Triathlon,TRI,2020,0.0,0.0,0.0,0.0,3
Chile,Triathlon,TRI,2024,0.0,0.0,0.0,0.0,3
Chile,Table Tennis,TTE,1988,0.0,,,0.0,1
Chile,Table Tennis,TTE,1992,0.0,0.0,,0.0,2
Chile,Table Tennis,TTE,1996,0.0,0.0,0.0,0.0,3
Chile,Table Tennis,TTE,2000,0.0,0.0,0.0,0.0,3
Chile,Table Tennis,TTE,2004,0.0,0.0,0.0,0.0,3
Chile,Table Tennis,TTE,2012,0.0,,0.0,0.0,2
Chile,Table Tennis,TTE,2020,0.0,,0.0,0.0,2
Chile,Table Tennis,TTE,2024,0.0,0.0,,0.0,2
Chile,Beach,VBV,2016,0.0,,,0.0,1
Chile,Beach,VBV,2020,0.0,0.0,,0.0,2
Chile,Weightlifting,WLF,1996,0.0,,,0.0,1
Chile,Weightlifting,WLF,2008,0.0,,,0.0,1
Chile,Weightlifting,WLF,2012,0.0,0.0,,0.0,2
Chile,Weightlifting,WLF,2016,0.0,0.0,0.0,0.0,3
Chile,Weightlifting,WLF,2020,0.0,0.0,0.0,0.0,3
Chile,Water Polo,WPO,1948,0.0,,,0.0,1
Chile,Greco-Roman,WRG,2012,0.0,,,0.0,1
Chile,Greco-Roman,WRG,2020,0.0,,0.0,0.0,2
Chile,Greco-Roman,WRG,2024,0.1,0.0,,0.058824,2
China,Archery,ARC,1984,0.3,,,0.3,1
China,Archery,ARC,1988,0.0,0.3,,0.123529,2
China,Archery,ARC,1992,0.15,0.0,0.3,0.136364,3
China,Archery,ARC,1996,0.15,0.15,0.0,0.115909,3
China,Archery,ARC,2000,0.0,0.15,0.15,0.081818,3
China,Archery,ARC,2004,0.15,0.0,0.15,0.102273,3
China,Archery,ARC,2008,0.5,0.15,0.0,0.275,3
China,Archery,ARC,2012,0.25,0.5,0.15,0.306818,3
China,Archery,ARC,2016,0.0,0.25,0.5,0.193182,3
China,Archery,ARC,2020,0.0,0.0,0.25,0.056818,3
China,Archery,ARC,2024,0.12,0.0,0.0,0.054545,3
China,Athletics,ATH,1932,0.0,,,0.0,1
China,Athletics,ATH,1936,0.0,0.0,,0.0,2
China,Athletics,ATH,1948,0.0,0.0,0.0,0.0,3
China,Athletics,ATH,1984,0.009302,,,0.009302,1
China,Athletics,ATH,1988,0.009302,0.009302,,0.009302,2
China,Athletics,ATH,1992,0.054987,0.009302,0.009302,0.030068,3
China,Athletics,ATH,1996,0.059091,0.054987,0.009302,0.04647,3
China,Athletics,ATH,2000,0.022222,0.059091,0.054987,0.0414,3
China,Athletics,ATH,2004,0.043478,0.022222,0.059091,0.040263,3
China,Athletics,ATH,2008,0.017391,0.043478,0.022222,0.02679,3
China,Athletics,ATH,2012,0.062093,0.017391,0.043478,0.043639,3
China,Athletics,ATH,2016,0.085106,0.062093,0.017391,0.062394,3
China,Athletics,ATH,2020,0.074682,0.085106,0.062093,0.075138,3
China,Athletics,ATH,2024,0.04966,0.074682,0.085106,0.065677,3
China,Badminton,BDM,1992,0.321429,,,0.321429,1
China,Badminton,BDM,1996,0.48,0.321429,,0.414706,2
China,Badminton,BDM,2000,1.16,0.48,0.321429,0.753052,3
China,Badminton,BDM,2004,0.8,1.16,0.48,0.841818,3
China,Badminton,BDM,2008,1.08,0.8,1.16,1.009091,3
China,Badminton,BDM,2012,1.32,1.08,0.8,1.125455,3
China,Badminton,BDM,2016,0.48,1.32,1.08,0.883636,3
China,Badminton,BDM,2020,0.73,0.48,1.32,0.784545,3
China,Badminton,BDM,2024,0.55,0.73,0.48,0.591364,3
China,3x3,BK3,2020,0.2,,,0.2,1
China,3x3,BK3,2024,0.0,0.2,,0.082353,2
China,Basketball,BKB,1936,0.0,,,0.0,1
China,Basketball,BKB,1948,0.0,0.0,,0.0,2
China,Basketball,BKB,1984,0.2,,,0.2,1
China,Basketball,BKB,1988,0.0,0.2,,0.082353,2
China,Basketball,BKB,1992,0.3,0.0,0.2,0.181818,3
China,Basketball,BKB,1996,0.0,0.3,0.0,0.095455,3
China,Basketball,BKB,2000,0.0,0.0,0.3,0.068182,3
China,Basketball,BKB,2004,0.0,0.0,0.0,0.0,3
China,Basketball,BKB,2008,0.0,0.0,0.0,0.0,3
China,Basketball,BKB,2012,0.0,0.0,0.0,0.0,3
China,Basketball,BKB,2016,0.0,0.0,0.0,0.0,3
China,Breaking,BKG,2024,0.2,,,0.2,1
China,BMX Freestyle,BMF,2024,0.5,,,0.5,1
China,BMX Racing,BMX,2008,0.0,,,0.0,1
China,Boxing,BOX,1936,0.0,,,0.0,1
China,Boxing,BOX,1988,0.0,,,0.0,1
China,Boxing,BOX,1992,0.0,0.0,,0.0,2
China,Boxing,BOX,1996,0.0,0.0,0.0,0.0,3
China,Boxing,BOX,2000,0.0,0.0,0.0,0.0,3
China,Boxing,BOX,2004,0.018182,0.0,0.0,0.008264,3
China,Boxing,BOX,2008,0.254545,0.018182,0.0,0.121488,3
China,Boxing,BOX,2012,0.138462,0.254545,0.018182,0.148061,3
China,Boxing,BOX,2016,0.096154,0.138462,0.254545,0.145613,3
China,Boxing,BOX,2020,0.092308,0.096154,0.138462,0.104021,3
China,Boxing,BOX,2024,0.323077,0.092308,0.096154,0.198077,3
China,Baseball,BSB,2008,0.0,,,0.0,1
China,Sport Climbing,CLB,2020,0.0,,,0.0,1
China,Sport Climbing,CLB,2024,0.3,0.0,,0.176471,2
China,Road,CRD,1984,0.0,,,0.0,1
China,Road,CRD,1988,0.0,0.0,,0.0,2
China,Road,CRD,1992,0.0,0.0,0.0,0.0,3
China,Road,CRD,1996,0.0,0.0,0.0,0.0,3
China,Road,CRD,2004,0.0,,0.0,0.0,2
China,Road,CRD,2008,0.0,0.0,,0.0,2
China,Road,CRD,2012,0.0,0.0,0.0,0.0,3
China,Road,CRD,2020,0.0,,0.0,0.0,2
China,Road,CRD,2024,0.0,0.0,,0.0,2
China,Slalom,CSL,2004,0.0,,,0.0,1
China,Slalom,CSL,2008,0.0,0.0,,0.0,2
China,Slalom,CSL,2012,0.0,0.0,0.0,0.0,3
China,Slalom,CSL,2016,0.0,0.0,0.0,0.0,3
China,Slalom,CSL,2020,0.0,0.0,0.0,0.0,3
China,Slalom,CSL,2024,0.0,0.0,0.0,0.0,3
China,Sprint,CSP,1984,0.0,,,0.0,1
China,Sprint,CSP,1988,0.0,0.0,,0.0,2
China,Sprint,CSP,1992,0.0,0.0,0.0,0.0,3
China,Sprint,CSP,1996,0.0,0.0,0.0,0.0,3
China,Sprint,CSP,2004,0.083333,,0.0,0.055556,2
China,Sprint,CSP,2008,0.083333,0.083333,,0.083333,2
China,Sprint,CSP,2012,0.0,0.083333,0.083333,0.045455,3
China,Sprint,CSP,2016,0.0,0.0,0.083333,0.018939,3
China,Sprint,CSP,2020,0.183333,0.0,0.0,0.083333,3
China,Sprint,CSP,2024,0.2,0.183333,0.0,0.149242,3
China,Track,CTR,1936,0.0,,,0.0,1
China,Track,CTR,1948,0.0,0.0,,0.0,2
China,Track,CTR,1988,0.0,,,0.0,1
China,Track,CTR,1992,0.0,0.0,,0.0,2
China,Track,CTR,1996,0.0,0.0,0.0,0.0,3
China,Track,CTR,2000,0.033333,0.0,0.0,0.015152,3
China,Track,CTR,2004,0.05,0.033333,0.0,0.033333,3
China,Track,CTR,2008,0.04,0.05,0.033333,0.041667,3
China,Track,CTR,2012,0.156364,0.04,0.05,0.095165,3
China,Track,CTR,2016,0.1,0.156364,0.04,0.104298,3
China,Track,CTR,2020,0.083333,0.1,0.156364,0.105234,3
China,Track,CTR,2024,0.0,0.083333,0.1,0.049242,3
China,Diving,DIV,1984,0.5,,,0.5,1
China,Diving,DIV,1988,1.05,0.5,,0.823529,2
China,Diving,DIV,1992,1.0,1.05,0.5,0.902273,3
China,Diving,DIV,1996,1.0,1.0,1.05,1.011364,3
China,Diving,DIV,2000,1.0,1.0,1.0,1.0,3
China,Diving,DIV,2004,0.95,1.0,1.0,0.977273,3
China,Diving,DIV,2008,1.1,0.95,1.0,1.029545,3
China,Diving,DIV,2012,1.025,1.1,0.95,1.031818,3
China,Diving,DIV,2016,1.075,1.025,1.1,1.064773,3
China,Diving,DIV,2020,1.25,1.075,1.025,1.143182,3
China,Diving,DIV,2024,1.2,1.25,1.075,1.1875,3
China,Dressage,EDR,2008,0.0,,,0.0,1
China,Jumping,EJP,2008,0.0,,,0.0,1
China,Jumping,EJP,2020,0.0,,,0.0,1
China,Eventing,EVE,2008,0.0,,,0.0,1
China,Eventing,EVE,2016,0.0,,0.0,0.0,2
China,Eventing,EVE,2020,0.0,0.0,,0.0,2
China,Eventing,EVE,2024,0.0,0.0,0.0,0.0,3
China,Football,FBL,1936,0.0,,,0.0,1
China,Football,FBL,1948,0.0,0.0,,0.0,2
China,Football,FBL,1988,0.0,,,0.0,1
China,Football,FBL,1996,0.3,,0.0,0.2,2
China,Football,FBL,2000,0.0,0.3,,0.123529,2
China,Football,FBL,2004,0.0,0.0,0.3,0.068182,3
China,Football,FBL,2008,0.0,0.0,0.0,0.0,3
China,Football,FBL,2016,0.0,,0.0,0.0,2
China,Fencing,FEN,1984,0.125,,,0.125,1
China,Fencing,FEN,1988,0.0,0.125,,0.051471,2
China,Fencing,FEN,1992,0.075,0.0,0.125,0.0625,3
China,Fencing,FEN,1996,0.0,0.075,0.0,0.023864,3
China,Fencing,FEN,2000,0.1,0.0,0.075,0.0625,3
China,Fencing,FEN,2004,0.18,0.1,0.0,0.113636,3
China,Fencing,FEN,2008,0.16,0.18,0.1,0.152727,3
China,Fencing,FEN,2012,0.24,0.16,0.18,0.200909,3
China,Fencing,FEN,2016,0.1,0.24,0.16,0.158182,3
China,Fencing,FEN,2020,0.083333,0.1,0.24,0.124242,3
China,Fencing,FEN,2024,0.0,0.083333,0.1,0.049242,3
China,Artistic,GAR,1984,0.551261,,,0.551261,1
China,Artistic,GAR,1988,0.083824,0.551261,,0.276298,2
China,Artistic,GAR,1992,0.335,0.083824,0.551261,0.30423,3
China,Artistic,GAR,1996,0.25,0.335,0.083824,0.239278,3
China,Artistic,GAR,2000,0.357143,0.25,0.335,0.318019,3
China,Artistic,GAR,2004,0.128571,0.357143,0.25,0.228896,3
China,Artistic,GAR,2008,0.8,0.128571,0.357143,0.485714,3
China,Artistic,GAR,2012,0.442857,0.8,0.128571,0.485065,3
China,Artistic,GAR,2016,0.057143,0.442857,0.8,0.348701,3
China,Artistic,GAR,2020,0.39619,0.057143,0.442857,0.298918,3
China,Artistic,GAR,2024,0.410476,0.39619,0.057143,0.325628,3
China,Golf,GLF,2016,0.2,,,0.2,1
China,Golf,GLF,2020,0.0,0.2,,0.082353,2
China,Golf,GLF,2024,0.2,0.0,0.2,0.136364,3
China,Rhythmic,GRY,1984,0.0,,,0.0,1
China,Rhythmic,GRY,1988,0.0,0.0,,0.0,2
China,Rhythmic,GRY,1992,0.0,0.0,0.0,0.0,3
China,Rhythmic,GRY,1996,0.0,0.0,0.0,0.0,3
China,Rhythmic,GRY,2000,0.0,0.0,0.0,0.0,3
China,Rhythmic,GRY,2004,0.0,0.0,0.0,0.0,3
China,Rhythmic,GRY,2008,0.3,0.0,0.0,0.136364,3
China,Rhythmic,GRY,2012,0.0,0.3,0.0,0.095455,3
China,Rhythmic,GRY,2016,0.0,0.0,0.3,0.068182,3
China,Rhythmic,GRY,2020,0.0,0.0,0.0,0.0,3
China,Rhythmic,GRY,2024,0.5,0.0,0.0,0.227273,3
China,Trampoline,GTR,2004,0.2,,,0.2,1
China,Trampoline,GTR,2008,1.2,0.2,,0.788235,2
China,Trampoline,GTR,2012,1.2,1.2,0.2,0.972727,3
China,Trampoline,GTR,2016,0.7,1.2,1.2,0.972727,3
China,Trampoline,GTR,2020,1.1,0.7,1.2,0.995455,3
China,Trampoline,GTR,2024,0.5,1.1,0.7,0.736364,3
China,Indoor,HBL,1984,0.2,,,0.2,1
China,Indoor,HBL,1988,0.0,0.2,,0.082353,2
China,Indoor,HBL,1996,0.0,,0.0,0.0,2
China,Indoor,HBL,2004,0.0,,0.0,0.0,2
China,Indoor,HBL,2008,0.0,0.0,,0.0,2
China,Field hockey,HOC,2000,0.0,,,0.0,1
China,Field hockey,HOC,2004,0.0,0.0,,0.0,2
China,Field hockey,HOC,2008,0.3,0.0,0.0,0.136364,3
China,Field hockey,HOC,2012,0.0,0.3,0.0,0.095455,3
China,Field hockey,HOC,2016,0.0,0.0,0.3,0.068182,3
China,Field hockey,HOC,2024,0.3,,0.0,0.2,2
China,Judo,JUD,1984,0.0,,,0.0,1
China,Judo,JUD,1988,0.0,0.0,,0.0,2
China,Judo,JUD,1992,0.1,0.0,0.0,0.045455,3
China,Judo,JUD,1996,0.085714,0.1,0.0,0.070779,3
China,Judo,JUD,2000,0.2,0.085714,0.1,0.140909,3
China,Judo,JUD,2004,0.157143,0.2,0.085714,0.154545,3
China,Judo,JUD,2008,0.228571,0.157143,0.2,0.199351,3
China,Judo,JUD,2012,0.057143,0.228571,0.157143,0.134416,3
China,Judo,JUD,2016,0.028571,0.057143,0.228571,0.083117,3
China,Judo,JUD,2020,0.0,0.028571,0.057143,0.022078,3
China,Judo,JUD,2024,0.013333,0.0,0.028571,0.012554,3
China,Karate,KTE,2020,0.1,,,0.1,1
China,,MPN,1988,0.0,,,0.0,1
China,,MPN,1992,0.0,0.0,,0.0,2
China,,MPN,2000,0.0,,0.0,0.0,2
China,,MPN,2004,0.0,0.0,,0.0,2
China,,MPN,2008,0.0,0.0,0.0,0.0,3
China,,MPN,2012,0.3,0.0,0.0,0.136364,3
China,,MPN,2016,0.0,0.3,0.0,0.095455,3
China,Mountain Bike,MTB,1996,0.0,,,0.0,1
China,Mountain Bike,MTB,2000,0.0,0.0,,0.0,2
China,Mountain Bike,MTB,2004,0.0,0.0,0.0,0.0,3
China,Mountain Bike,MTB,2008,0.0,0.0,0.0,0.0,3
China,Mountain Bike,MTB,2012,0.0,0.0,0.0,0.0,3
China,Mountain Bike,MTB,2016,0.0,0.0,0.0,0.0,3
China,Mountain Bike,MTB,2020,0.0,0.0,0.0,0.0,3
China,Mountain Bike,MTB,2024,0.0,0.0,0.0,0.0,3
China,Marathon Swimming,OWS,2020,0.0,,,0.0,1
China,Marathon Swimming,OWS,2024,0.0,0.0,,0.0,2
China,Rowing,ROW,1984,0.0,,,0.0,1
China,Rowing,ROW,1988,0.071429,0.0,,0.042017,2
China,Rowing,ROW,1992,0.028571,0.071429,0.0,0.035714,3
China,Rowing,ROW,1996,0.042857,0.028571,0.071429,0.044805,3
China,Rowing,ROW,2000,0.0,0.042857,0.028571,0.02013,3
China,Rowing,ROW,2004,0.0,0.0,0.042857,0.00974,3
China,Rowing,ROW,2008,0.114286,0.0,0.0,0.051948,3
China,Rowing,ROW,2012,0.042857,0.114286,0.0,0.055844,3
China,Rowing,ROW,2016,0.057143,0.042857,0.114286,0.065584,3
China,Rowing,ROW,2020,0.128571,0.057143,0.042857,0.086364,3
China,Rowing,ROW,2024,0.0,0.128571,0.057143,0.053896,3
China,Sevens,RU7,2020,0.0,,,0.0,1
China,Sailing,SAL,1984,0.0,,,0.0,1
China,Sailing,SAL,1988,0.0,0.0,,0.0,2
China,Sailing,SAL,1992,0.06,0.0,0.0,0.027273,3
China,Sailing,SAL,1996,0.0,0.06,0.0,0.019091,3
China,Sailing,SAL,2000,0.0,0.0,0.06,0.013636,3
China,Sailing,SAL,2004,0.054545,0.0,0.0,0.024793,3
China,Sailing,SAL,2008,0.127273,0.054545,0.0,0.075207,3
China,Sailing,SAL,2012,0.1,0.127273,0.054545,0.098347,3
China,Sailing,SAL,2016,0.06,0.1,0.127273,0.088017,3
China,Sailing,SAL,2020,0.14,0.06,0.1,0.105455,3
China,Sailing,SAL,2024,0.0,0.14,0.06,0.058182,3
China,Softball,SBL,1996,0.6,,,0.6,1
China,Softball,SBL,2000,0.0,0.6,,0.247059,2
China,Softball,SBL,2004,0.0,0.0,0.6,0.136364,3
China,Softball,SBL,2008,0.0,0.0,0.0,0.0,3
China,Shooting,SHO,1984,0.381818,,,0.381818,1
China,Shooting,SHO,1988,0.076923,0.381818,,0.202468,2
China,Shooting,SHO,1992,0.246154,0.076923,0.381818,0.22314,3
China,Shooting,SHO,1996,0.24,0.246154,0.076923,0.204895,3
China,Shooting,SHO,2000,0.317647,0.24,0.246154,0.276693,3
China,Shooting,SHO,2004,0.376471,0.317647,0.24,0.326738,3
China,Shooting,SHO,2008,0.44,0.376471,0.317647,0.391979,3
China,Shooting,SHO,2012,0.293333,0.44,0.376471,0.358895,3
China,Shooting,SHO,2016,0.253333,0.293333,0.44,0.308485,3
China,Shooting,SHO,2020,0.466667,0.253333,0.293333,0.359394,3
China,Shooting,SHO,2024,0.493333,0.466667,0.253333,0.430303,3
China,Skateboarding,SKB,2020,0.0,,,0.0,1
China,Skateboarding,SKB,2024,0.0,0.0,,0.0,2
China,Artistic Swimming,SWA,1988,0.0,,,0.0,1
China,Artistic Swimming,SWA,1992,0.0,0.0,,0.0,2
China,Artistic Swimming,SWA,1996,0.0,0.0,0.0,0.0,3
China,Artistic Swimming,SWA,2000,0.0,0.0,0.0,0.0,3
China,Artistic Swimming,SWA,2004,0.0,0.0,0.0,0.0,3
China,Artistic Swimming,SWA,2008,0.2,0.0,0.0,0.090909,3
China,Artistic Swimming,SWA,2012,0.5,0.2,0.0,0.290909,3
China,Artistic Swimming,SWA,2016,0.6,0.5,0.2,0.477273,3
China,Artistic Swimming,SWA,2020,0.6,0.6,0.5,0.577273,3
China,Artistic Swimming,SWA,2024,1.0,0.6,0.6,0.781818,3
China,Swimming,SWM,1936,0.0,,,0.0,1
China,Swimming,SWM,1948,0.0,0.0,,0.0,2
China,Swimming,SWM,1952,0.0,0.0,0.0,0.0,3
China,Swimming,SWM,1984,0.0,,,0.0,1
China,Swimming,SWM,1988,0.070565,0.0,,0.041509,2
China,Swimming,SWM,1992,0.225806,0.070565,0.0,0.125092,3
China,Swimming,SWM,1996,0.1125,0.225806,0.070565,0.139021,3
China,Swimming,SWM,2000,0.0,0.1125,0.225806,0.087115,3
China,Swimming,SWM,2004,0.05,0.0,0.1125,0.048295,3
China,Swimming,SWM,2008,0.104575,0.05,0.0,0.063443,3
China,Swimming,SWM,2012,0.217892,0.104575,0.05,0.143679,3
China,Swimming,SWM,2016,0.098151,0.217892,0.104575,0.137711,3
China,Swimming,SWM,2020,0.131429,0.098151,0.217892,0.140491,3
China,Swimming,SWM,2024,0.199265,0.131429,0.098151,0.1547,3
China,Tennis,TEN,1988,0.0,,,0.0,1
China,Tennis,TEN,1992,0.0,0.0,,0.0,2
China,Tennis,TEN,1996,0.0,0.0,0.0,0.0,3
China,Tennis,TEN,2000,0.0,0.0,0.0,0.0,3
China,Tennis,TEN,2004,0.25,0.0,0.0,0.113636,3
China,Tennis,TEN,2008,0.1,0.25,0.0,0.125,3
China,Tennis,TEN,2012,0.0,0.1,0.25,0.088636,3
China,Tennis,TEN,2016,0.0,0.0,0.1,0.022727,3
China,Tennis,TEN,2024,0.12,,0.0,0.08,2
China,Taekwondo,TKW,2000,0.125,,,0.125,1
China,Taekwondo,TKW,2004,0.25,0.125,,0.198529,2
China,Taekwondo,TKW,2008,0.15,0.25,0.125,0.176136,3
China,Taekwondo,TKW,2012,0.225,0.15,0.25,0.206818,3
China,Taekwondo,TKW,2016,0.25,0.225,0.15,0.219318,3
China,Taekwondo,TKW,2020,0.025,0.25,0.225,0.142045,3
China,Taekwondo,TKW,2024,0.1,0.025,0.25,0.110227,3
China,Triathlon,TRI,2000,0.0,,,0.0,1
China,Triathlon,TRI,2004,0.0,0.0,,0.0,2
China,Triathlon,TRI,2008,0.0,0.0,0.0,0.0,3
China,Triathlon,TRI,2012,0.0,0.0,0.0,0.0,3
China,Triathlon,TRI,2016,0.0,0.0,0.0,0.0,3
China,Table Tennis,TTE,1988,0.9,,,0.9,1
China,Table Tennis,TTE,1992,1.107143,0.9,,1.021849,2
China,Table Tennis,TTE,1996,1.55,1.107143,0.9,1.261364,3
China,Table Tennis,TTE,2000,1.55,1.55,1.107143,1.449351,3
China,Table Tennis,TTE,2004,1.1,1.55,1.55,1.345455,3
China,Table Tennis,TTE,2008,1.5,1.1,1.55,1.384091,3
China,Table Tennis,TTE,2012,1.3,1.5,1.1,1.318182,3
China,Table Tennis,TTE,2016,1.3,1.3,1.5,1.345455,3
China,Table Tennis,TTE,2020,1.0,1.3,1.3,1.163636,3
China,Table Tennis,TTE,2024,1.12,1.0,1.3,1.122727,3
China,Beach,VBV,2000,0.0,,,0.0,1
China,Beach,VBV,2004,0.0,0.0,,0.0,2
China,Beach,VBV,2008,0.5,0.0,0.0,0.227273,3
China,Beach,VBV,2012,0.0,0.5,0.0,0.159091,3
China,Beach,VBV,2016,0.0,0.0,0.5,0.113636,3
China,Beach,VBV,2024,0.0,,0.0,0.0,2
China,Indoor,VVO,1984,0.5,,,0.5,1
China,Indoor,VVO,1988,0.2,0.5,,0.323529,2
China,Indoor,VVO,1992,0.0,0.2,0.5,0.177273,3
China,Indoor,VVO,1996,0.3,0.0,0.2,0.181818,3
China,Indoor,VVO,2000,0.0,0.3,0.0,0.095455,3
China,Indoor,VVO,2004,0.5,0.0,0.3,0.295455,3
China,Indoor,VVO,2008,0.2,0.5,0.0,0.25,3
China,Indoor,VVO,2012,0.0,0.2,0.5,0.177273,3
China,Indoor,VVO,2016,0.5,0.0,0.2,0.272727,3
China,Weightlifting,WLF,1936,0.0,,,0.0,1
China,Weightlifting,WLF,1984,0.52,,,0.52,1
China,Weightlifting,WLF,1988,0.22,0.52,,0.343529,2
China,Weightlifting,WLF,1992,0.208889,0.22,0.52,0.283131,3
China,Weightlifting,WLF,1996,0.3,0.208889,0.22,0.252828,3
China,Weightlifting,WLF,2000,0.4,0.3,0.208889,0.324747,3
China,Weightlifting,WLF,2004,0.453333,0.4,0.3,0.401515,3
China,Weightlifting,WLF,2008,0.573333,0.453333,0.4,0.495758,3
China,Weightlifting,WLF,2012,0.413333,0.573333,0.453333,0.473333,3
China,Weightlifting,WLF,2016,0.413333,0.413333,0.573333,0.449697,3
China,Weightlifting,WLF,2020,0.542857,0.413333,0.413333,0.472208,3
China,Weightlifting,WLF,2024,0.5,0.542857,0.413333,0.493939,3
China,Water Polo,WPO,1984,0.0,,,0.0,1
China,Water Polo,WPO,1988,0.0,0.0,,0.0,2
China,Water Polo,WPO,2008,0.0,,,0.0,1
China,Water Polo,WPO,2012,0.0,0.0,,0.0,2
China,Water Polo,WPO,2016,0.0,0.0,0.0,0.0,3
China,Freestyle,WRF,1984,0.0,,,0.0,1
China,Freestyle,WRF,1988,0.0,0.0,,0.0,2
China,Freestyle,WRF,1992,0.0,0.0,0.0,0.0,3
China,Freestyle,WRF,1996,0.0,0.0,0.0,0.0,3
China,Freestyle,WRF,2000,0.0,0.0,0.0,0.0,3
China,Freestyle,WRF,2004,0.090909,0.0,0.0,0.041322,3
China,Freestyle,WRF,2008,0.145455,0.090909,0.0,0.095041,3
China,Freestyle,WRF,2012,0.054545,0.145455,0.090909,0.091736,3
China,Freestyle,WRF,2016,0.033333,0.054545,0.145455,0.065565,3
China,Freestyle,WRF,2020,0.116667,0.033333,0.054545,0.076033,3
China,Freestyle,WRF,2024,0.05,0.116667,0.033333,0.067424,3
China,Greco-Roman,WRG,1984,0.0,,,0.0,1
China,Greco-Roman,WRG,1988,0.0,0.0,,0.0,2
China,Greco-Roman,WRG,1992,0.04,0.0,0.0,0.018182,3
China,Greco-Roman,WRG,1996,0.04,0.04,0.0,0.030909,3
China,Greco-Roman,WRG,2000,0.05,0.04,0.04,0.044545,3
China,Greco-Roman,WRG,2004,0.0,0.05,0.04,0.025,3
China,Greco-Roman,WRG,2008,0.085714,0.0,0.05,0.050325,3
China,Greco-Roman,WRG,2012,0.0,0.085714,0.0,0.027273,3
China,Greco-Roman,WRG,2016,0.0,0.0,0.085714,0.019481,3
China,Greco-Roman,WRG,2020,0.033333,0.0,0.0,0.015152,3
China,Greco-Roman,WRG,2024,0.133333,0.033333,0.0,0.071212,3
Chinese Taipei,Archery,ARC,1972,0.0,,,0.0,1
Chinese Taipei,Archery,ARC,1984,0.0,,,0.0,1
Chinese Taipei,Archery,ARC,1988,0.0,0.0,,0.0,2
Chinese Taipei,Archery,ARC,1992,0.0,0.0,0.0,0.0,3
Chinese Taipei,Archery,ARC,1996,0.0,0.0,0.0,0.0,3
Chinese Taipei,Archery,ARC,2000,0.0,0.0,0.0,0.0,3
Chinese Taipei,Archery,ARC,2004,0.25,0.0,0.0,0.113636,3
Chinese Taipei,Archery,ARC,2008,0.0,0.25,0.0,0.079545,3
Chinese Taipei,Archery,ARC,2012,0.0,0.0,0.25,0.056818,3
Chinese Taipei,Archery,ARC,2016,0.1,0.0,0.0,0.045455,3
Chinese Taipei,Archery,ARC,2020,0.12,0.1,0.0,0.086364,3
Chinese Taipei,Archery,ARC,2024,0.0,0.12,0.1,0.060909,3
Chinese Taipei,Athletics,ATH,1956,0.0,,,0.0,1
Chinese Taipei,Athletics,ATH,1960,0.017143,0.0,,0.010084,2
Chinese Taipei,Athletics,ATH,1964,0.0,0.017143,0.0,0.005455,3
Chinese Taipei,Athletics,ATH,1968,0.011111,0.0,0.017143,0.008947,3
Chinese Taipei,Athletics,ATH,1972,0.0,0.011111,0.0,0.003535,3
Chinese Taipei,Athletics,ATH,1984,0.0,,,0.0,1
Chinese Taipei,Athletics,ATH,1988,0.0,0.0,,0.0,2
Chinese Taipei,Athletics,ATH,1992,0.0,0.0,0.0,0.0,3
Chinese Taipei,Athletics,ATH,1996,0.0,0.0,0.0,0.0,3
Chinese Taipei,Athletics,ATH,2000,0.0,0.0,0.0,0.0,3
Chinese Taipei,Athletics,ATH,2004,0.0,0.0,0.0,0.0,3
Chinese Taipei,Athletics,ATH,2008,0.0,0.0,0.0,0.0,3
Chinese Taipei,Athletics,ATH,2012,0.0,0.0,0.0,0.0,3
Chinese Taipei,Athletics,ATH,2016,0.0,0.0,0.0,0.0,3
Chinese Taipei,Athletics,ATH,2020,0.0,0.0,0.0,0.0,3
Chinese Taipei,Athletics,ATH,2024,0.0,0.0,0.0,0.0,3
Chinese Taipei,Badminton,BDM,1996,0.0,,,0.0,1
Chinese Taipei,Badminton,BDM,2000,0.0,0.0,,0.0,2
Chinese Taipei,Badminton,BDM,2004,0.0,0.0,0.0,0.0,3
Chinese Taipei,Badminton,BDM,2008,0.0,0.0,0.0,0.0,3
Chinese Taipei,Badminton,BDM,2012,0.0,0.0,0.0,0.0,3
Chinese Taipei,Badminton,BDM,2016,0.0,0.0,0.0,0.0,3
Chinese Taipei,Badminton,BDM,2020,0.37,0.0,0.0,0.168182,3
Chinese Taipei,Badminton,BDM,2024,0.25,0.37,0.0,0.231364,3
Chinese Taipei,Basketball,BKB,1956,0.0,,,0.0,1
Chinese Taipei,Breaking,BKG,2024,0.0,,,0.0,1
Chinese Taipei,Boxing,BOX,1956,0.0,,,0.0,1
Chinese Taipei,Boxing,BOX,1960,0.0,0.0,,0.0,2
Chinese Taipei,Boxing,BOX,1964,0.0,0.0,0.0,0.0,3
Chinese Taipei,Boxing,BOX,1968,0.0,0.0,0.0,0.0,3
Chinese Taipei,Boxing,BOX,1972,0.0,0.0,0.0,0.0,3
Chinese Taipei,Boxing,BOX,1984,0.0,,,0.0,1
