Sport,Discipline,Code,Year,EventCount,is_demo,status_code
Cycling,BMX Freestyle,BMF,1904,0,0,official
Cycling,BMX Freestyle,BMF,1908,0,0,official
Cycling,BMX Freestyle,BMF,1912,0,0,official
Cycling,BMX Freestyle,BMF,1920,0,0,official
Cycling,BMX Freestyle,BMF,1924,0,0,official
Cycling,BMX Freestyle,BMF,1928,0,0,official
Cycling,BMX Freestyle,BMF,1932,0,0,official
Cycling,BMX Freestyle,BMF,1936,0,0,official
Cycling,BMX Freestyle,BMF,1948,0,0,official
Cycling,BMX Freestyle,BMF,1952,0,0,official
Cycling,BMX Freestyle,BMF,1956,0,0,official
Cycling,BMX Freestyle,BMF,1960,0,0,official
Cycling,BMX Freestyle,BMF,1964,0,0,official
Cycling,BMX Freestyle,BMF,1968,0,0,official
Cycling,BMX Freestyle,BMF,1972,0,0,official
Cycling,BMX Freestyle,BMF,1976,0,0,official
Cycling,BMX Freestyle,BMF,1980,0,0,official
Cycling,BMX Freestyle,BMF,1984,0,0,official
Cycling,BMX Freestyle,BMF,1988,0,0,official
Cycling,BMX Freestyle,BMF,1992,0,0,official
Cycling,BMX Freestyle,BMF,1996,0,0,official
Cycling,BMX Freestyle,BMF,2000,0,0,official
Cycling,BMX Freestyle,BMF,2004,0,0,official
Cycling,BMX Freestyle,BMF,2008,0,0,official
Cycling,BMX Freestyle,BMF,2012,0,0,official
Cycling,BMX Freestyle,BMF,2016,0,0,official
Cycling,BMX Freestyle,BMF,2020,2,0,official
Cycling,BMX Freestyle,BMF,2024,2,0,official
Cycling,BMX Racing,BMX,1896,0,0,official
Cycling,BMX Racing,BMX,1900,0,0,official
Cycling,BMX Racing,BMX,1904,0,0,official
Cycling,BMX Racing,BMX,1908,0,0,official
Cycling,BMX Racing,BMX,1912,0,0,official
Cycling,BMX Racing,BMX,1920,0,0,official
Cycling,BMX Racing,BMX,1924,0,0,official
Cycling,BMX Racing,BMX,1928,0,0,official
Cycling,BMX Racing,BMX,1932,0,0,official
Cycling,BMX Racing,BMX,1936,0,0,official
Cycling,BMX Racing,BMX,1948,0,0,official
Cycling,BMX Racing,BMX,1952,0,0,official
Cycling,BMX Racing,BMX,1956,0,0,official
Cycling,BMX Racing,BMX,1960,0,0,official
Cycling,BMX Racing,BMX,1964,0,0,official
Cycling,BMX Racing,BMX,1968,0,0,official
Cycling,BMX Racing,BMX,1972,0,0,official
Cycling,BMX Racing,BMX,1976,0,0,official
Cycling,BMX Racing,BMX,1980,0,0,official
Cycling,BMX Racing,BMX,1984,0,0,official
Cycling,BMX Racing,BMX,1988,0,0,official
Cycling,BMX Racing,BMX,1992,0,0,official
Cycling,BMX Racing,BMX,1996,0,0,official
Cycling,BMX Racing,BMX,2000,0,0,official
Cycling,BMX Racing,BMX,2004,0,0,official
Cycling,BMX Racing,BMX,2008,2,0,official
Cycling,BMX Racing,BMX,2012,2,0,official
Cycling,BMX Racing,BMX,2016,2,0,official
Cycling,BMX Racing,BMX,2020,2,0,official
Cycling,BMX Racing,BMX,2024,2,0,official
Cycling,Mountain Bike,MTB,1896,0,0,official
Cycling,Mountain Bike,MTB,1900,0,0,official
Cycling,Mountain Bike,MTB,1904,0,0,official
Cycling,Mountain Bike,MTB,1908,0,0,official
Cycling,Mountain Bike,MTB,1912,0,0,official
Cycling,Mountain Bike,MTB,1920,0,0,official
Cycling,Mountain Bike,MTB,1924,0,0,official
Cycling,Mountain Bike,MTB,1928,0,0,official
Cycling,Mountain Bike,MTB,1932,0,0,official
Cycling,Mountain Bike,MTB,1936,0,0,official
Cycling,Mountain Bike,MTB,1948,0,0,official
Cycling,Mountain Bike,MTB,1952,0,0,official
Cycling,Mountain Bike,MTB,1956,0,0,official
Cycling,Mountain Bike,MTB,1960,0,0,official
Cycling,Mountain Bike,MTB,1964,0,0,official
Cycling,Mountain Bike,MTB,1968,0,0,official
Cycling,Mountain Bike,MTB,1972,0,0,official
Cycling,Mountain Bike,MTB,1976,0,0,official
Cycling,Mountain Bike,MTB,1980,0,0,official
Cycling,Mountain Bike,MTB,1984,0,0,official
Cycling,Mountain Bike,MTB,1988,0,0,official
Cycling,Mountain Bike,MTB,1992,0,0,official
Cycling,Mountain Bike,MTB,1996,2,0,official
Cycling,Mountain Bike,MTB,2000,2,0,official
Cycling,Mountain Bike,MTB,2004,2,0,official
Cycling,Mountain Bike,MTB,2008,2,0,official
Cycling,Mountain Bike,MTB,2012,2,0,official
Cycling,Mountain Bike,MTB,2016,2,0,official
Cycling,Mountain Bike,MTB,2020,2,0,official
Cycling,Mountain Bike,MTB,2024,2,0,official
Cycling,Road,CRD,1896,1,0,official
Cycling,Road,CRD,1900,0,0,official
Cycling,Road,CRD,1904,0,0,official
Cycling,Road,CRD,1908,0,0,official
Cycling,Road,CRD,1912,2,0,official
Cycling,Road,CRD,1920,2,0,official
Cycling,Road,CRD,1924,2,0,official
Cycling,Road,CRD,1928,2,0,official
Cycling,Road,CRD,1932,2,0,official
Cycling,Road,CRD,1936,2,0,official
Cycling,Road,CRD,1948,2,0,official
Cycling,Road,CRD,1952,2,0,official
Cycling,Road,CRD,1956,2,0,official
Cycling,Road,CRD,1960,2,0,official
Cycling,Road,CRD,1964,2,0,official
Cycling,Road,CRD,1968,2,0,official
Cycling,Road,CRD,1972,2,0,official
Cycling,Road,CRD,1976,2,0,official
Cycling,Road,CRD,1980,2,0,official
Cycling,Road,CRD,1984,3,0,official
Cycling,Road,CRD,1988,3,0,official
Cycling,Road,CRD,1992,3,0,official
Cycling,Road,CRD,1996,4,0,official
Cycling,Road,CRD,2000,4,0,official
Cycling,Road,CRD,2004,4,0,official
Cycling,Road,CRD,2008,4,0,official
Cycling,Road,CRD,2012,4,0,official
Cycling,Road,CRD,2016,4,0,official
Cycling,Road,CRD,2020,4,0,official
Cycling,Road,CRD,2024,4,0,official
Cycling,Track,CTR,1896,5,0,official
Cycling,Track,CTR,1900,3,0,official
Cycling,Track,CTR,1904,7,0,official
Cycling,Track,CTR,1908,7,0,official
Cycling,Track,CTR,1912,0,0,official
Cycling,Track,CTR,1920,4,0,official
Cycling,Track,CTR,1924,4,0,official
Cycling,Track,CTR,1928,4,0,official
Cycling,Track,CTR,1932,4,0,official
Cycling,Track,CTR,1936,4,0,official
Cycling,Track,CTR,1948,4,0,official
Cycling,Track,CTR,1952,4,0,official
Cycling,Track,CTR,1956,4,0,official
Cycling,Track,CTR,1960,4,0,official
Cycling,Track,CTR,1964,5,0,official
Cycling,Track,CTR,1968,5,0,official
Cycling,Track,CTR,1972,5,0,official
Cycling,Track,CTR,1976,4,0,official
Cycling,Track,CTR,1980,4,0,official
Cycling,Track,CTR,1984,5,0,official
Cycling,Track,CTR,1988,6,0,official
Cycling,Track,CTR,1992,7,0,official
Cycling,Track,CTR,1996,8,0,official
Cycling,Track,CTR,2000,12,0,official
Cycling,Track,CTR,2004,12,0,official
Cycling,Track,CTR,2008,10,0,official
Cycling,Track,CTR,2012,10,0,official
Cycling,Track,CTR,2016,10,0,official
Cycling,Track,CTR,2020,12,0,official
Cycling,Track,CTR,2024,12,0,official
Equestrian,Dressage,EDR,1896,0,0,official
Equestrian,Dressage,EDR,1900,0,0,official
Equestrian,Dressage,EDR,1904,0,0,official
Equestrian,Dressage,EDR,1908,0,0,official
Equestrian,Dressage,EDR,1912,1,0,official
Equestrian,Dressage,EDR,1920,1,0,official
Equestrian,Dressage,EDR,1924,1,0,official
Equestrian,Dressage,EDR,1928,2,0,official
Equestrian,Dressage,EDR,1932,2,0,official
Equestrian,Dressage,EDR,1936,2,0,official
Equestrian,Dressage,EDR,1948,2,0,official
Equestrian,Dressage,EDR,1952,2,0,official
Equestrian,Dressage,EDR,1956,2,0,official
Equestrian,Dressage,EDR,1960,1,0,official
Equestrian,Dressage,EDR,1964,2,0,official
Equestrian,Dressage,EDR,1968,2,0,official
Equestrian,Dressage,EDR,1972,2,0,official
Equestrian,Dressage,EDR,1976,2,0,official
Equestrian,Dressage,EDR,1980,2,0,official
Equestrian,Dressage,EDR,1984,2,0,official
Equestrian,Dressage,EDR,1988,2,0,official
Equestrian,Dressage,EDR,1992,2,0,official
Equestrian,Dressage,EDR,1996,2,0,official
Equestrian,Dressage,EDR,2000,2,0,official
Equestrian,Dressage,EDR,2004,2,0,official
Equestrian,Dressage,EDR,2008,2,0,official
Equestrian,Dressage,EDR,2012,2,0,official
Equestrian,Dressage,EDR,2016,2,0,official
Equestrian,Dressage,EDR,2020,2,0,official
Equestrian,Dressage,EDR,2024,2,0,official
Equestrian,Driving,EDV,1896,0,0,official
Equestrian,Driving,EDV,1900,2,0,official
Equestrian,Driving,EDV,1904,0,0,official
Equestrian,Driving,EDV,1908,0,0,official
Equestrian,Driving,EDV,1912,0,0,official
Equestrian,Driving,EDV,1920,0,0,official
Equestrian,Driving,EDV,1924,0,0,official
Equestrian,Driving,EDV,1928,0,0,official
Equestrian,Driving,EDV,1932,0,0,official
Equestrian,Driving,EDV,1936,0,0,official
Equestrian,Driving,EDV,1948,0,0,official
Equestrian,Driving,EDV,1952,0,0,official
Equestrian,Driving,EDV,1956,0,0,official
Equestrian,Driving,EDV,1960,0,0,official
Equestrian,Driving,EDV,1964,0,0,official
Equestrian,Driving,EDV,1968,0,0,official
Equestrian,Driving,EDV,1972,0,0,official
Equestrian,Driving,EDV,1976,0,0,official
Equestrian,Driving,EDV,1980,0,0,official
Equestrian,Driving,EDV,1984,0,0,official
Equestrian,Driving,EDV,1988,0,0,official
Equestrian,Driving,EDV,1992,0,0,official
Equestrian,Driving,EDV,1996,0,0,official
Equestrian,Driving,EDV,2000,0,0,official
Equestrian,Driving,EDV,2004,0,0,official
Equestrian,Driving,EDV,2008,0,0,official
Equestrian,Driving,EDV,2012,0,0,official
Equestrian,Driving,EDV,2016,0,0,official
Equestrian,Driving,EDV,2020,0,0,official
Equestrian,Driving,EDV,2024,0,0,official
Equestrian,Eventing,EVE,1896,0,0,official
Equestrian,Eventing,EVE,1900,0,0,official
Equestrian,Eventing,EVE,1904,0,0,official
Equestrian,Eventing,EVE,1908,0,0,official
Equestrian,Eventing,EVE,1912,2,0,official
Equestrian,Eventing,EVE,1920,2,0,official
Equestrian,Eventing,EVE,1924,2,0,official
Equestrian,Eventing,EVE,1928,2,0,official
Equestrian,Eventing,EVE,1932,2,0,official
Equestrian,Eventing,EVE,1936,2,0,official
Equestrian,Eventing,EVE,1948,2,0,official
Equestrian,Eventing,EVE,1952,2,0,official
Equestrian,Eventing,EVE,1956,2,0,official
Equestrian,Eventing,EVE,1960,2,0,official
Equestrian,Eventing,EVE,1964,2,0,official
Equestrian,Eventing,EVE,1968,2,0,official
Equestrian,Eventing,EVE,1972,2,0,official
Equestrian,Eventing,EVE,1976,2,0,official
Equestrian,Eventing,EVE,1980,2,0,official
Equestrian,Eventing,EVE,1984,2,0,official
Equestrian,Eventing,EVE,1988,2,0,official
Equestrian,Eventing,EVE,1992,2,0,official
Equestrian,Eventing,EVE,1996,2,0,official
Equestrian,Eventing,EVE,2000,2,0,official
Equestrian,Eventing,EVE,2004,2,0,official
Equestrian,Eventing,EVE,2008,2,0,official
Equestrian,Eventing,EVE,2012,2,0,official
Equestrian,Eventing,EVE,2016,2,0,official
Equestrian,Eventing,EVE,2020,2,0,official
Equestrian,Eventing,EVE,2024,2,0,official
Equestrian,Jumping,EJP,1896,0,0,official
Equestrian,Jumping,EJP,1900,3,0,official
Equestrian,Jumping,EJP,1904,0,0,official
Equestrian,Jumping,EJP,1908,0,0,official
Equestrian,Jumping,EJP,1912,2,0,official
Equestrian,Jumping,EJP,1920,2,0,official
Equestrian,Jumping,EJP,1924,2,0,official
Equestrian,Jumping,EJP,1928,2,0,official
Equestrian,Jumping,EJP,1932,2,0,official
Equestrian,Jumping,EJP,1936,2,0,official
Equestrian,Jumping,EJP,1948,2,0,official
Equestrian,Jumping,EJP,1952,2,0,official
Equestrian,Jumping,EJP,1956,2,0,official
Equestrian,Jumping,EJP,1960,2,0,official
Equestrian,Jumping,EJP,1964,2,0,official
Equestrian,Jumping,EJP,1968,2,0,official
Equestrian,Jumping,EJP,1972,2,0,official
Equestrian,Jumping,EJP,1976,2,0,official
Equestrian,Jumping,EJP,1980,2,0,official
Equestrian,Jumping,EJP,1984,2,0,official
Equestrian,Jumping,EJP,1988,2,0,official
Equestrian,Jumping,EJP,1992,2,0,official
Equestrian,Jumping,EJP,1996,2,0,official
Equestrian,Jumping,EJP,2000,2,0,official
Equestrian,Jumping,EJP,2004,2,0,official
Equestrian,Jumping,EJP,2008,2,0,official
Equestrian,Jumping,EJP,2012,2,0,official
Equestrian,Jumping,EJP,2016,2,0,official
Equestrian,Jumping,EJP,2020,2,0,official
Equestrian,Jumping,EJP,2024,2,0,official
Equestrian,Vaulting,EVL,1896,0,0,official
Equestrian,Vaulting,EVL,1900,0,0,official
Equestrian,Vaulting,EVL,1904,0,0,official
Equestrian,Vaulting,EVL,1908,0,0,official
Equestrian,Vaulting,EVL,1912,0,0,official
Equestrian,Vaulting,EVL,1920,2,0,official
Equestrian,Vaulting,EVL,1924,0,0,official
Equestrian,Vaulting,EVL,1928,0,0,official
Equestrian,Vaulting,EVL,1932,0,0,official
Equestrian,Vaulting,EVL,1936,0,0,official
Equestrian,Vaulting,EVL,1948,0,0,official
Equestrian,Vaulting,EVL,1952,0,0,official
Equestrian,Vaulting,EVL,1956,0,0,official
Equestrian,Vaulting,EVL,1960,0,0,official
Equestrian,Vaulting,EVL,1964,0,0,official
Equestrian,Vaulting,EVL,1968,0,0,official
Equestrian,Vaulting,EVL,1972,0,0,official
Equestrian,Vaulting,EVL,1976,0,0,official
Equestrian,Vaulting,EVL,1980,0,0,official
Equestrian,Vaulting,EVL,1984,0,0,official
Equestrian,Vaulting,EVL,1988,0,0,official
Equestrian,Vaulting,EVL,1992,0,0,official
Equestrian,Vaulting,EVL,1996,0,0,official
Equestrian,Vaulting,EVL,2000,0,0,official
Equestrian,Vaulting,EVL,2004,0,0,official
Equestrian,Vaulting,EVL,2008,0,0,official
Equestrian,Vaulting,EVL,2012,0,0,official
Equestrian,Vaulting,EVL,2016,0,0,official
Equestrian,Vaulting,EVL,2020,0,0,official
Equestrian,Vaulting,EVL,2024,0,0,official
Fencing,Fencing,FEN,1896,3,0,official
Fencing,Fencing,FEN,1900,7,0,official
Fencing,Fencing,FEN,1904,5,0,official
Fencing,Fencing,FEN,1908,4,0,official
Fencing,Fencing,FEN,1912,5,0,official
Fencing,Fencing,FEN,1920,6,0,official
Fencing,Fencing,FEN,1924,7,0,official
Fencing,Fencing,FEN,1928,7,0,official
Fencing,Fencing,FEN,1932,7,0,official
Fencing,Fencing,FEN,1936,7,0,official
Fencing,Fencing,FEN,1948,7,0,official
Fencing,Fencing,FEN,1952,7,0,official
Fencing,Fencing,FEN,1956,7,0,official
Fencing,Fencing,FEN,1960,8,0,official
Fencing,Fencing,FEN,1964,8,0,official
Fencing,Fencing,FEN,1968,8,0,official
Fencing,Fencing,FEN,1972,8,0,official
Fencing,Fencing,FEN,1976,8,0,official
Fencing,Fencing,FEN,1980,8,0,official
Fencing,Fencing,FEN,1984,8,0,official
Fencing,Fencing,FEN,1988,8,0,official
Fencing,Fencing,FEN,1992,8,0,official
Fencing,Fencing,FEN,1996,10,0,official
Fencing,Fencing,FEN,2000,10,0,official
Fencing,Fencing,FEN,2004,10,0,official
Fencing,Fencing,FEN,2008,10,0,official
Fencing,Fencing,FEN,2012,10,0,official
Fencing,Fencing,FEN,2016,10,0,official
Fencing,Fencing,FEN,2020,12,0,official
Fencing,Fencing,FEN,2024,12,0,official
Field hockey,Field hockey,HOC,1896,0,0,official
Field hockey,Field hockey,HOC,1900,0,0,official
Field hockey,Field hockey,HOC,1904,0,0,official
Field hockey,Field hockey,HOC,1908,1,0,official
Field hockey,Field hockey,HOC,1912,0,0,official
Field hockey,Field hockey,HOC,1920,1,0,official
Field hockey,Field hockey,HOC,1924,0,0,official
Field hockey,Field hockey,HOC,1928,1,0,official
Field hockey,Field hockey,HOC,1932,1,0,official
Field hockey,Field hockey,HOC,1936,1,0,official
Field hockey,Field hockey,HOC,1948,1,0,official
Field hockey,Field hockey,HOC,1952,1,0,official
Field hockey,Field hockey,HOC,1956,1,0,official
Field hockey,Field hockey,HOC,1960,1,0,official
Field hockey,Field hockey,HOC,1964,1,0,official
Field hockey,Field hockey,HOC,1968,1,0,official
Field hockey,Field hockey,HOC,1972,1,0,official
Field hockey,Field hockey,HOC,1976,1,0,official
Field hockey,Field hockey,HOC,1980,2,0,official
Field hockey,Field hockey,HOC,1984,2,0,official
Field hockey,Field hockey,HOC,1988,2,0,official
Field hockey,Field hockey,HOC,1992,2,0,official
Field hockey,Field hockey,HOC,1996,2,0,official
Field hockey,Field hockey,HOC,2000,2,0,official
Field hockey,Field hockey,HOC,2004,2,0,official
Field hockey,Field hockey,HOC,2008,2,0,official
Field hockey,Field hockey,HOC,2012,2,0,official
Field hockey,Field hockey,HOC,2016,2,0,official
Field hockey,Field hockey,HOC,2020,2,0,official
Field hockey,Field hockey,HOC,2024,2,0,official
Flag football,Flag football,AFB,1896,0,0,official
Flag football,Flag football,AFB,1900,0,0,official
Flag football,Flag football,AFB,1904,0,0,official
Flag football,Flag football,AFB,1908,0,0,official
Flag football,Flag football,AFB,1912,0,0,official
Flag football,Flag football,AFB,1920,0,0,official
Flag football,Flag football,AFB,1924,0,0,official
Flag football,Flag football,AFB,1928,0,0,official
Flag football,Flag football,AFB,1932,0,0,official
Flag football,Flag football,AFB,1936,0,0,official
Flag football,Flag football,AFB,1948,0,0,official
Flag football,Flag football,AFB,1952,0,0,official
Flag football,Flag football,AFB,1956,0,0,official
Flag football,Flag football,AFB,1960,0,0,official
Flag football,Flag football,AFB,1964,0,0,official
Flag football,Flag football,AFB,1968,0,0,official
Flag football,Flag football,AFB,1972,0,0,official
Flag football,Flag football,AFB,1976,0,0,official
Flag football,Flag football,AFB,1980,0,0,official
Flag football,Flag football,AFB,1984,0,0,official
Flag football,Flag football,AFB,1988,0,0,official
Flag football,Flag football,AFB,1992,0,0,official
Flag football,Flag football,AFB,1996,0,0,official
Flag football,Flag football,AFB,2000,0,0,official
Flag football,Flag football,AFB,2004,0,0,official
Flag football,Flag football,AFB,2008,0,0,official
Flag football,Flag football,AFB,2012,0,0,official
Flag football,Flag football,AFB,2016,0,0,official
Flag football,Flag football,AFB,2020,0,0,official
Flag football,Flag football,AFB,2024,0,0,official
Football,Football,FBL,1896,0,0,official
Football,Football,FBL,1900,1,0,official
Football,Football,FBL,1904,1,0,official
Football,Football,FBL,1908,1,0,official
Football,Football,FBL,1912,1,0,official
Football,Football,FBL,1920,1,0,official
Football,Football,FBL,1924,1,0,official
Football,Football,FBL,1928,1,0,official
Football,Football,FBL,1932,0,0,official
Football,Football,FBL,1936,1,0,official
Football,Football,FBL,1948,1,0,official
Football,Football,FBL,1952,1,0,official
Football,Football,FBL,1956,1,0,official
Football,Football,FBL,1960,1,0,official
Football,Football,FBL,1964,1,0,official
Football,Football,FBL,1968,1,0,official
Football,Football,FBL,1972,1,0,official
Football,Football,FBL,1976,1,0,official
Football,Football,FBL,1980,1,0,official
Football,Football,FBL,1984,1,0,official
Football,Football,FBL,1988,1,0,official
Football,Football,FBL,1992,1,0,official
Football,Football,FBL,1996,2,0,official
Football,Football,FBL,2000,2,0,official
Football,Football,FBL,2004,2,0,official
Football,Football,FBL,2008,2,0,official
Football,Football,FBL,2012,2,0,official
Football,Football,FBL,2016,2,0,official
Football,Football,FBL,2020,2,0,official
Football,Football,FBL,2024,2,0,official
Golf,Golf,GLF,1896,0,0,official
Golf,Golf,GLF,1900,2,0,official
Golf,Golf,GLF,1904,2,0,official
Golf,Golf,GLF,1908,0,0,official
Golf,Golf,GLF,1912,0,0,official
Golf,Golf,GLF,1920,0,0,official
Golf,Golf,GLF,1924,0,0,official
Golf,Golf,GLF,1928,0,0,official
Golf,Golf,GLF,1932,0,0,official
Golf,Golf,GLF,1936,0,0,official
Golf,Golf,GLF,1948,0,0,official
Golf,Golf,GLF,1952,0,0,official
Golf,Golf,GLF,1956,0,0,official
Golf,Golf,GLF,1960,0,0,official
Golf,Golf,GLF,1964,0,0,official
Golf,Golf,GLF,1968,0,0,official
Golf,Golf,GLF,1972,0,0,official
Golf,Golf,GLF,1976,0,0,official
Golf,Golf,GLF,1980,0,0,official
Golf,Golf,GLF,1984,0,0,official
Golf,Golf,GLF,1988,0,0,official
Golf,Golf,GLF,1992,0,0,official
Golf,Golf,GLF,1996,0,0,official
Golf,Golf,GLF,2000,0,0,official
Golf,Golf,GLF,2004,0,0,official
Golf,Golf,GLF,2008,0,0,official
Golf,Golf,GLF,2012,0,0,official
Golf,Golf,GLF,2016,2,0,official
Golf,Golf,GLF,2020,2,0,official
Golf,Golf,GLF,2024,2,0,official
Gymnastics,Artistic,GAR,1896,8,0,official
Gymnastics,Artistic,GAR,1900,1,0,official
Gymnastics,Artistic,GAR,1904,11,0,official
Gymnastics,Artistic,GAR,1908,2,0,official
Gymnastics,Artistic,GAR,1912,4,0,official
Gymnastics,Artistic,GAR,1920,4,0,official
Gymnastics,Artistic,GAR,1924,9,0,official
Gymnastics,Artistic,GAR,1928,8,0,official
Gymnastics,Artistic,GAR,1932,11,0,official
Gymnastics,Artistic,GAR,1936,9,0,official
Gymnastics,Artistic,GAR,1948,9,0,official
Gymnastics,Artistic,GAR,1952,15,0,official
Gymnastics,Artistic,GAR,1956,15,0,official
Gymnastics,Artistic,GAR,1960,14,0,official
Gymnastics,Artistic,GAR,1964,14,0,official
Gymnastics,Artistic,GAR,1968,14,0,official
Gymnastics,Artistic,GAR,1972,14,0,official
Gymnastics,Artistic,GAR,1976,14,0,official
Gymnastics,Artistic,GAR,1980,14,0,official
Gymnastics,Artistic,GAR,1984,14,0,official
Gymnastics,Artistic,GAR,1988,14,0,official
Gymnastics,Artistic,GAR,1992,14,0,official
Gymnastics,Artistic,GAR,1996,14,0,official
Gymnastics,Artistic,GAR,2000,14,0,official
Gymnastics,Artistic,GAR,2004,14,0,official
Gymnastics,Artistic,GAR,2008,14,0,official
Gymnastics,Artistic,GAR,2012,14,0,official
Gymnastics,Artistic,GAR,2016,14,0,official
Gymnastics,Artistic,GAR,2020,14,0,official
Gymnastics,Artistic,GAR,2024,14,0,official
Gymnastics,Rhythmic,GRY,1896,0,0,official
Gymnastics,Rhythmic,GRY,1900,0,0,official
Gymnastics,Rhythmic,GRY,1904,0,0,official
Gymnastics,Rhythmic,GRY,1908,0,0,official
Gymnastics,Rhythmic,GRY,1912,0,0,official
Gymnastics,Rhythmic,GRY,1920,0,0,official
Gymnastics,Rhythmic,GRY,1924,0,0,official
Gymnastics,Rhythmic,GRY,1928,0,0,official
Gymnastics,Rhythmic,GRY,1932,0,0,official
Gymnastics,Rhythmic,GRY,1936,0,0,official
Gymnastics,Rhythmic,GRY,1948,0,0,official
Gymnastics,Rhythmic,GRY,1952,0,0,official
Gymnastics,Rhythmic,GRY,1956,0,0,official
Gymnastics,Rhythmic,GRY,1960,0,0,official
Gymnastics,Rhythmic,GRY,1964,0,0,official
Gymnastics,Rhythmic,GRY,1968,0,0,official
Gymnastics,Rhythmic,GRY,1972,0,0,official
Gymnastics,Rhythmic,GRY,1976,0,0,official
Gymnastics,Rhythmic,GRY,1980,0,0,official
Gymnastics,Rhythmic,GRY,1984,1,0,official
Gymnastics,Rhythmic,GRY,1988,1,0,official
Gymnastics,Rhythmic,GRY,1992,1,0,official
Gymnastics,Rhythmic,GRY,1996,2,0,official
Gymnastics,Rhythmic,GRY,2000,2,0,official
Gymnastics,Rhythmic,GRY,2004,2,0,official
Gymnastics,Rhythmic,GRY,2008,2,0,official
Gymnastics,Rhythmic,GRY,2012,2,0,official
Gymnastics,Rhythmic,GRY,2016,2,0,official
Gymnastics,Rhythmic,GRY,2020,2,0,official
Gymnastics,Rhythmic,GRY,2024,2,0,official
Gymnastics,Trampoline,GTR,1896,0,0,official
Gymnastics,Trampoline,GTR,1900,0,0,official
Gymnastics,Trampoline,GTR,1904,0,0,official
Gymnastics,Trampoline,GTR,1908,0,0,official
Gymnastics,Trampoline,GTR,1912,0,0,official
Gymnastics,Trampoline,GTR,1920,0,0,official
Gymnastics,Trampoline,GTR,1924,0,0,official
Gymnastics,Trampoline,GTR,1928,0,0,official
Gymnastics,Trampoline,GTR,1932,0,0,official
Gymnastics,Trampoline,GTR,1936,0,0,official
Gymnastics,Trampoline,GTR,1948,0,0,official
Gymnastics,Trampoline,GTR,1952,0,0,official
Gymnastics,Trampoline,GTR,1956,0,0,official
Gymnastics,Trampoline,GTR,1960,0,0,official
Gymnastics,Trampoline,GTR,1964,0,0,official
Gymnastics,Trampoline,GTR,1968,0,0,official
Gymnastics,Trampoline,GTR,1972,0,0,official
Gymnastics,Trampoline,GTR,1976,0,0,official
Gymnastics,Trampoline,GTR,1980,0,0,official
Gymnastics,Trampoline,GTR,1984,0,0,official
Gymnastics,Trampoline,GTR,1988,0,0,official
Gymnastics,Trampoline,GTR,1992,0,0,official
Gymnastics,Trampoline,GTR,1996,0,0,official
Gymnastics,Trampoline,GTR,2000,2,0,official
Gymnastics,Trampoline,GTR,2004,2,0,official
Gymnastics,Trampoline,GTR,2008,2,0,official
Gymnastics,Trampoline,GTR,2012,2,0,official
Gymnastics,Trampoline,GTR,2016,2,0,official
Gymnastics,Trampoline,GTR,2020,2,0,official
Gymnastics,Trampoline,GTR,2024,2,0,official
Handball,Field,HBL,1896,0,0,official
Handball,Field,HBL,1900,0,0,official
Handball,Field,HBL,1904,0,0,official
Handball,Field,HBL,1908,0,0,official
Handball,Field,HBL,1912,0,0,official
Handball,Field,HBL,1920,0,0,official
Handball,Field,HBL,1924,0,0,official
Handball,Field,HBL,1928,0,0,official
Handball,Field,HBL,1932,0,0,official
Handball,Field,HBL,1936,1,0,official
Handball,Field,HBL,1948,0,0,official
Handball,Field,HBL,1952,0,0,official
Handball,Field,HBL,1956,0,1,demo
Handball,Field,HBL,1960,0,0,official
Handball,Field,HBL,1964,0,0,official
Handball,Field,HBL,1968,0,0,official
Handball,Field,HBL,1972,0,0,official
Handball,Field,HBL,1976,0,0,official
Handball,Field,HBL,1980,0,0,official
Handball,Field,HBL,1984,0,0,official
Handball,Field,HBL,1988,0,0,official
Handball,Field,HBL,1992,0,0,official
Handball,Field,HBL,1996,0,0,official
Handball,Field,HBL,2000,0,0,official
Handball,Field,HBL,2004,0,0,official
Handball,Field,HBL,2008,0,0,official
Handball,Field,HBL,2012,0,0,official
Handball,Field,HBL,2016,0,0,official
Handball,Field,HBL,2020,0,0,official
Handball,Field,HBL,2024,0,0,official
Handball,Indoor,HBL,1896,0,0,official
Handball,Indoor,HBL,1900,0,0,official
Handball,Indoor,HBL,1904,0,0,official
Handball,Indoor,HBL,1908,0,0,official
Handball,Indoor,HBL,1912,0,0,official
Handball,Indoor,HBL,1920,0,0,official
Handball,Indoor,HBL,1924,0,0,official
Handball,Indoor,HBL,1928,0,0,official
Handball,Indoor,HBL,1932,0,0,official
Handball,Indoor,HBL,1936,0,0,official
Handball,Indoor,HBL,1948,0,0,official
Handball,Indoor,HBL,1952,0,0,official
Handball,Indoor,HBL,1956,0,0,official
Handball,Indoor,HBL,1960,0,0,official
Handball,Indoor,HBL,1964,0,0,official
Handball,Indoor,HBL,1968,0,0,official
Handball,Indoor,HBL,1972,1,0,official
Handball,Indoor,HBL,1976,2,0,official
Handball,Indoor,HBL,1980,2,0,official
Handball,Indoor,HBL,1984,2,0,official
Handball,Indoor,HBL,1988,2,0,official
Handball,Indoor,HBL,1992,2,0,official
Handball,Indoor,HBL,1996,2,0,official
Handball,Indoor,HBL,2000,2,0,official
Handball,Indoor,HBL,2004,2,0,official
